"Title","Genre","Type","Airing_Start","Airing_End","Members","Normalized_Members","Log_Members","Popularity","Normalized_Popularity","Log_Popularity","Score","Normalized_Score","Ranked","Anime_Rating","Episode_Category","Genre_Count"
"Paradise Kiss","['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']","TV","Oct 2005","Dec 2005",122787,0.0656,11.7182145700506,916,0.05678,6.82110747225646,7.87,0.77558,772,7.83,"Short",5
"Paradise Kiss","['Comedy', 'Drama', 'Josei', 'Romance', 'Slice of Life']","TV","Oct 2005","Dec 2005",122787,0.0656,11.7182145700506,916,0.05678,6.82110747225646,7.87,0.77558,772,7.83,"Short",5
"Parappa the Rapper","['Comedy', 'Fantasy']","TV","Apr 2001","Jan 2002",2110,0.0011,7.65491704784832,7828,0.48567,8.96559006690791,5.95,0.45875,8511,5.99,"Long",2
"Parasite Dolls","['Action', 'Sci-Fi', 'Police', 'Mecha']","OVA","May 2003","Jul 2003",10037,0.00533,9.21413317021488,4336,0.26899,8.37493814383537,6.6,0.56601,5582,6.57,"Short",4
"Parasol Henbei","['Adventure', 'Comedy', 'Fantasy', 'Kids', 'Magic']","TV","Oct 1989","Jan 1991",379,0.00017,5.94017125272043,11625,0.72127,9.3609992482613,6.29,0.51485,7110,6.06,"Long",5
"Pareo wa Emerald","['Music']","Music","Nov 2011","Nov 2011",222,9e-05,5.40717177146012,13024,0.80808,9.47462586662157,5.53,0.38944,9818,5.58,"Short",1
"Paris no Isabelle","['Historical', 'Drama']","TV","Apr 1979","Jul 1979",532,0.00025,6.27852142416584,10864,0.67405,9.29330189269053,6.19,0.49835,7588,5.67,"Medium",2
"Parol no Miraijima","['Action', 'Adventure', 'Fantasy']","Movie","Mar 2014","Mar 2014",2223,0.00116,7.70706265537047,7704,0.47797,8.94962474775422,5.91,0.45215,8631,5.88,"Short",3
"Passion","['Music']","Music","Dec 2005","Dec 2005",2635,0.00138,7.8770178956224,7302,0.45303,8.89604050162011,6.6,0.56601,5583,6.55,"Short",1
"Pastel Life","['Music', 'Slice of Life']","TV","May 2018","Jun 2018",3736,0.00197,8.22603842948548,6474,0.40165,8.77570388656774,6.63,0.57096,5452,6.59,"Short",2
"Patalliro Saiyuuki!","['Adventure', 'Comedy', 'Fantasy', 'Shoujo', 'Shounen Ai']","TV","Jun 2005","Nov 2005",2913,0.00153,7.97728198675515,7074,0.43888,8.86432272251144,6.75,0.59076,4857,6.58,"Long",5
"Patalliro!","['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']","TV","Apr 1982","May 1983",4570,0.00241,8.42748727833174,5954,0.36938,8.6919864817894,7.52,0.71782,1675,7.23,"Long",5
"Patalliro! Stardust Keikaku","['Adventure', 'Comedy', 'Romance', 'Shoujo', 'Shounen Ai']","Movie","Jul 1983","Jul 1983",845,0.00042,6.74051935960622,9891,0.61368,9.19948162864131,6.56,0.55941,5769,6.52,"Short",5
"Patapata Hikousen no Bouken","['Adventure', 'Sci-Fi']","TV","Jan 2002","Jun 2002",4883,0.00258,8.49371983523059,5802,0.35995,8.66613030419061,7.66,0.74092,1253,7.57,"Long",2
"Pâtisserie no Monster","['Slice of Life']","ONA","Apr 2016","Jul 2016",285,0.00012,5.65599181081985,12288,0.76241,9.4164598322846,5.63,0.40594,9527,5.84,"Short",1
"Paul no Miracle Daisakusen","['Action', 'Adventure', 'Kids']","TV","Oct 1976","Sep 1977",618,3e-04,6.4281052726846,10522,0.65283,9.26131861674081,6.64,0.57261,5397,6.43,"Long",3
"Paulette no Isu","['Slice of Life', 'Comedy', 'Kids']","ONA","Mar 2014","Mar 2014",6907,0.00366,8.84043543926657,5049,0.31323,8.52714352226941,7.08,0.64521,3476,7.02,"Short",3
"Peace Maker Kurogane","['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']","TV","Oct 2003","Mar 2004",45912,0.02451,10.734503580349,2008,0.12453,7.60539236481493,7.38,0.69472,2209,7.33,"Medium",5
"Peace Maker Kurogane Movie 1: Omou Michi","['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']","Movie","Jun 2018","Jun 2018",5671,0.003,8.64329706821196,5468,0.33923,8.60685106334677,6.77,0.59406,4760,6.67,"Short",5
"Peace Maker Kurogane Movie 2: Yuumei","['Action', 'Comedy', 'Historical', 'Samurai', 'Shounen']","Movie","Nov 2018","Nov 2018",2200,0.00114,7.69666708152646,7735,0.4799,8.95364003713313,6.74,0.58911,4914,6.51,"Short",5
"Peace Maker Kurogane Special","['Action', 'Comedy', 'Samurai', 'Historical', 'Drama', 'Shounen']","Special","Dec 2003","Dec 2003",2207,0.00115,7.69984240739699,7717,0.47878,8.95131054209756,6.78,0.59571,4705,6.64,"Short",6
"Peach Girl","['Slice of Life', 'Drama', 'Romance', 'Shoujo']","TV","Jan 2005","Jun 2005",67953,0.03629,11.1265862846605,1537,0.09531,7.33823815006559,7.09,0.64686,3433,6.99,"Long",4
"Peeping Life TV: Season 1??","['Comedy', 'Slice of Life']","TV","Oct 2015","Dec 2015",2057,0.00107,7.62948991639399,7894,0.48976,8.97398492668974,5.73,0.42244,9222,5.66,"Short",2
"Peeping Life: Gekijou Original-ban","['Comedy', 'Slice of Life']","Movie","Dec 2009","Feb 2010",314,0.00014,5.75257263882563,12064,0.74851,9.39806397805913,5.11,0.32013,10752,5.51,"Short",2
"Peeping Life: The Perfect Emotion","['Slice of Life', 'Comedy']","OVA","Apr 2010","Apr 2010",546,0.00026,6.30444880242198,10811,0.67076,9.28841190739634,5.47,0.37954,9978,5.53,"Short",2
"Peeping Life: The Perfect Emotion Special","['Slice of Life', 'Comedy']","Special","Apr 2010","Apr 2010",389,0.00018,5.96614673912369,11600,0.71972,9.35884658027541,5.2,0.33498,10602,5.47,"Short",2
"Peeping Life: The Perfect Evolution","['Slice of Life', 'Comedy']","OVA","Jan 2011","Jan 2011",500,0.00024,6.21660610108486,11021,0.68379,9.30764855444318,5.45,0.37624,10044,5.61,"Short",2
"Peeping Life: The Perfect Evolution Specials","['Slice of Life', 'Comedy']","Special","Jan 2011","Jan 2011",368,0.00017,5.91079664404053,11702,0.72605,9.36760049817477,5.09,0.31683,10771,5.57,"Short",2
"Peeping Life: The Perfect Explosion","['Comedy', 'Slice of Life']","OVA","Oct 2012","Oct 2012",383,0.00017,5.95064255258773,11631,0.72164,9.3615151997733,5.55,0.39274,9762,5.64,"Short",2
"Peeping Life: The Perfect Extension","['Slice of Life', 'Comedy']","OVA","Sep 2011","Sep 2011",402,0.00018,5.99893656194668,11511,0.7142,9.3511452485672,5.56,0.39439,9728,5.71,"Short",2
"Peeping Life: World History","['Slice of Life', 'Comedy', 'Historical']","ONA","Dec 2012","Dec 2013",580,0.00028,6.36475075685191,10674,0.66226,9.27565983809682,5.93,0.45545,8569,5.9,"Long",3
"Pelican Road Club Caroucha","['Drama', 'Romance', 'Shounen']","OVA","Jun 1986","Jun 1986",393,0.00018,5.97635090929793,11536,0.71575,9.35331454092729,5.9,0.4505,8665,5.8,"Short",3
"Peng You Town","['Kids', 'Slice of Life']","Special","Oct 2002","Oct 2002",245,1e-04,5.50533153593236,12703,0.78816,9.44967218348692,5.57,0.39604,9692,5.76,"Short",2
"Penguin's Memory: Shiawase Monogatari","['Drama', 'Military', 'Seinen']","Movie","Jun 1985","Jun 1985",1902,0.00099,7.55118686729615,8080,0.5013,8.99727090623345,7.23,0.66997,2837,7.06,"Short",3
"Penguin Highway","['Fantasy', 'Sci-Fi']","Movie","Aug 2018","Aug 2018",28562,0.01523,10.2598674529538,2666,0.16536,7.88870952418201,7.78,0.76073,962,7.63,"Short",2
"Penguin Highway","['Fantasy', 'Sci-Fi']","Movie","Aug 2018","Aug 2018",28562,0.01523,10.2598674529538,2666,0.16536,7.88870952418201,7.78,0.76073,962,7.63,"Short",2
"Penguin Musume♥Heart","['Comedy', 'Ecchi', 'School', 'Slice of Life']","ONA","Apr 2008","Nov 2008",14545,0.00774,9.58507132071449,3712,0.23027,8.21959545417708,6.8,0.59901,4615,6.73,"Medium",4
"Penguin Musume♥Heart Special","['Comedy', 'Ecchi', 'School', 'Slice of Life']","Special","Aug 2008","Aug 2008",3013,0.00158,8.01102337918644,6997,0.4341,8.85337967292763,6.44,0.5396,6356,6.36,"Short",4
"Penguin no Mondai","['Comedy', 'Kids']","TV","Apr 2008","Mar 2009",574,0.00028,6.35437004079735,10676,0.66239,9.2758471741783,6.6,0.56601,5584,5.8,"Long",2
"Perfect Blue","['Dementia', 'Drama', 'Horror', 'Psychological']","Movie","Feb 1998","Feb 1998",255885,0.13673,12.4524873117806,386,0.02389,5.95842469302978,8.39,0.86139,164,8.49,"Short",4
"Perfect Blue","['Dementia', 'Drama', 'Horror', 'Psychological']","Movie","Feb 1998","Feb 1998",255885,0.13673,12.4524873117806,386,0.02389,5.95842469302978,8.39,0.86139,164,8.49,"Short",4
"Perman","['Adventure', 'Comedy']","TV","Apr 1967","Apr 1968",1406,0.00072,7.24921505711439,8790,0.54536,9.08148374985118,6.52,0.55281,5992,6.4,"Long",2
"Perman (1983)","['Kids', 'Comedy', 'Super Power', 'School']","TV","Apr 1983","Jul 1985",1210,0.00062,7.09920174355309,9153,0.56788,9.12194622121359,6.42,0.5363,6461,6.45,"Long",4
"Perman (1983) Specials","['Comedy', 'Kids']","Special","Jul 1983","Oct 1984",227,9e-05,5.42934562895444,12969,0.80467,9.47039427731049,5.94,0.4571,8540,6.03,"Short",2
"Perman: Birdman ga Yatte Kita!!","['Kids', 'Adventure', 'Comedy', 'Super Power']","Movie","Mar 1983","Mar 1983",238,1e-04,5.47646355193151,12817,0.79523,9.45860571206417,6.09,0.48185,8043,5.92,"Short",4
"Perman: Birdman ga Yatte Kita!!","['Kids', 'Adventure', 'Comedy', 'Super Power']","Movie","Mar 1983","Mar 1983",238,1e-04,5.47646355193151,12817,0.79523,9.45860571206417,6.09,0.48185,8043,5.92,"Short",4
"Perrine Monogatari","['Slice of Life', 'Historical', 'Drama', 'Shoujo']","TV","Jan 1978","Dec 1978",3316,0.00174,8.10681603894705,6773,0.4202,8.82084703337772,7.6,0.73102,1420,7.52,"Long",4
"Persona 2: Another Self","['Action', 'Fantasy', 'Supernatural', 'Demons']","Special","Jun 2000","Jun 2000",3618,0.0019,8.19395302356374,6557,0.4068,8.78844095740459,6.16,0.4934,7715,6.18,"Short",4
"Persona 3 the Movie 1: Spring of Birth","['Action', 'Supernatural', 'Fantasy']","Movie","Nov 2013","Nov 2013",76023,0.0406,11.2388043588912,1407,0.08724,7.24992553671799,7.67,0.74257,1223,7.58,"Short",3
"Persona 3 the Movie 2: Midsummer Knight's Dream","['Action', 'Supernatural', 'Fantasy']","Movie","Jun 2014","Jun 2014",51731,0.02762,10.8538318245351,1862,0.11548,7.52994337060159,7.74,0.75413,1048,7.66,"Short",3
"Persona 3 the Movie 2: Midsummer Knight's Dream","['Action', 'Supernatural', 'Fantasy']","Movie","Jun 2014","Jun 2014",51731,0.02762,10.8538318245351,1862,0.11548,7.52994337060159,7.74,0.75413,1048,7.66,"Short",3
"Persona 3 the Movie 3: Falling Down","['Action', 'Fantasy', 'Supernatural']","Movie","Apr 2015","Apr 2015",42137,0.02249,10.6487052253871,2111,0.13093,7.65539064482615,7.67,0.74257,1224,7.61,"Short",3
"Persona 3 the Movie 4: Winter of Rebirth","['Action', 'Supernatural', 'Fantasy']","Movie","Jan 2016","Jan 2016",38310,0.02044,10.5534923401992,2251,0.13961,7.71957398925958,8.06,0.80693,503,8.02,"Short",3
"Persona 3 the Movie 4: Winter of Rebirth","['Action', 'Supernatural', 'Fantasy']","Movie","Jan 2016","Jan 2016",38310,0.02044,10.5534923401992,2251,0.13961,7.71957398925958,8.06,0.80693,503,8.02,"Short",3
"Persona 3 the Movie Meets “Walkman”","['Drama']","ONA","Feb 2016","Feb 2016",3601,0.00189,8.1892445257359,6571,0.40767,8.79057347915716,6.07,0.47855,8123,6.16,"Short",1
"Persona 3 the Movie Meets “Walkman”","['Drama']","ONA","Feb 2016","Feb 2016",3601,0.00189,8.1892445257359,6571,0.40767,8.79057347915716,6.07,0.47855,8123,6.16,"Short",1
"Persona 4 the Animation","['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']","TV","Oct 2011","Mar 2012",190960,0.10203,12.1598244976978,567,0.03512,6.34212141872115,7.58,0.72772,1495,7.52,"Long",6
"Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami","['School']","Special","Apr 2013","Apr 2013",4678,0.00247,8.45083969086622,5909,0.36659,8.68440111040014,6.6,0.56601,5585,6.45,"Short",1
"Persona 4 the Animation: Mr. Experiment Shorts","['Comedy']","Special","Apr 2013","Apr 2013",4239,0.00223,8.352318548226,6138,0.3808,8.7224171414275,6.23,0.50495,7407,6.08,"Short",1
"Persona 4 the Animation: No One is Alone","['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']","Special","Aug 2012","Aug 2012",35358,0.01887,10.4733082358087,2332,0.14464,7.75491027202143,7.53,0.71947,1633,7.5,"Short",6
"Persona 4 the Animation: The Factor of Hope","['Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']","Movie","Jun 2012","Jun 2012",14504,0.00772,9.5822486965555,3721,0.23083,8.2220164372022,7.41,0.69967,2073,7.32,"Short",5
"Persona 4 the Golden Animation","['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']","TV","Jul 2014","Sep 2014",59517,0.03178,10.9940340667919,1683,0.10437,7.42892719480227,6.7,0.58251,5099,6.63,"Short",6
"Persona 4 the Golden Animation: Thank you Mr. Accomplice","['Adventure', 'Mystery', 'Supernatural', 'Drama']","Special","Dec 2014","Dec 2014",8800,0.00467,9.08262063037381,4571,0.28357,8.4277060249147,6.6,0.56601,5586,6.54,"Short",4
"Persona 5 the Animation","['Action', 'Fantasy', 'Supernatural']","TV","Apr 2018","Sep 2018",132740,0.07092,11.7961551401957,856,0.05305,6.75343791859778,6.64,0.57261,5398,6.46,"Long",3
"Persona 5 the Animation Recap","['Action', 'Supernatural', 'Fantasy']","Special","Dec 2018","Dec 2018",2781,0.00146,7.93092537248339,7184,0.44571,8.87975079851313,6.36,0.5264,6785,6.26,"Short",3
"Persona 5 the Animation Specials","['Slice of Life', 'Comedy']","Special","May 2019","Jun 2019",5659,0.00299,8.64117917119723,5495,0.3409,8.61177583390219,7.03,0.63696,3686,6.9,"Short",2
"Persona 5 the Animation TV Specials","['Action', 'Fantasy', 'School', 'Supernatural']","Special","Dec 2018","Mar 2019",16152,0.0086,9.68986106991376,3566,0.22121,8.17948018535889,6.99,0.63036,3855,6.91,"Short",4
"Persona 5 the Animation: The Day Breakers","['Action', 'Supernatural', 'Fantasy']","Special","Sep 2016","Sep 2016",37983,0.02027,10.5449202974094,2261,0.14023,7.72400465667607,7.23,0.66997,2838,7.12,"Short",3
"Persona: Trinity Soul","['Action', 'Sci-Fi', 'Super Power']","TV","Jan 2008","Jun 2008",63273,0.03379,11.0552297812584,1607,0.09965,7.38274644973891,6.64,0.57261,5399,6.57,"Long",3
"Personal Computer Travel Tanteidan","['Kids', 'Adventure', 'Historical', 'Sci-Fi']","TV","Apr 1983","Sep 1983",833,0.00041,6.72623340235875,9901,0.6143,9.20049203592137,6.19,0.49835,7589,6.08,"Long",4
"PES: Peace Eco Smile","['Slice of Life', 'Space']","ONA","May 2012","Aug 2012",2983,0.00156,8.00101996132365,7026,0.4359,8.8575151511922,5.69,0.41584,9335,5.64,"Short",2
"Peter Pan no Bouken","['Adventure', 'Fantasy']","TV","Jan 1989","Dec 1989",3110,0.00163,8.04269949689764,6927,0.42976,8.84332645024227,6.85,0.60726,4386,6.82,"Long",2
"Petit Eva: Evangelion@School","['Comedy', 'Parody', 'School']","ONA","Mar 2007","Mar 2009",19645,0.01047,9.88562903423482,3220,0.19974,8.0774471493312,5.78,0.43069,9050,5.62,"Medium",3
"Petit☆Dream Stars! Let's La Cooking? Showtime!","['Slice of Life', 'Magic', 'Fantasy']","Movie","Oct 2017","Oct 2017",446,0.00021,6.10255859461357,11260,0.69862,9.32910070769702,6.09,0.48185,8044,5.95,"Short",3
"Petit☆Dream Stars! Let's La Cooking? Showtime!","['Slice of Life', 'Magic', 'Fantasy']","Movie","Oct 2017","Oct 2017",446,0.00021,6.10255859461357,11260,0.69862,9.32910070769702,6.09,0.48185,8044,5.95,"Short",3
"PetoPeto-san","['Comedy', 'Demons', 'Romance', 'School']","TV","Jul 2005","Oct 2005",5336,0.00282,8.58241897633394,5602,0.34754,8.63105744756528,6.57,0.56106,5728,6.52,"Medium",4
"Petshop of Horrors","['Horror', 'Josei', 'Mystery', 'Supernatural']","TV","Mar 1999","Mar 1999",44933,0.02398,10.7129500254774,2034,0.12615,7.6182510978767,7.33,0.68647,2419,7.26,"Short",4
"Peut-etre Toi","['Music']","Music","Jul 2006","Jul 2006",1927,0.001,7.56423847517049,8045,0.49913,8.99293035250973,6.38,0.5297,6667,6.32,"Short",1
"Phantasy Star Online 2 The Animation","['Action', 'Game', 'Sci-Fi', 'School']","TV","Jan 2016","Apr 2016",51887,0.0277,10.8568428285471,1855,0.11504,7.52617891334615,6.42,0.5363,6462,6.35,"Short",4
"Phantasy Star Online 2: Episode Oracle","['Action', 'Sci-Fi', 'Space']","TV","Oct 2019","Mar 2020",11326,0.00602,9.33494453520071,4124,0.25583,8.32482129876878,6.44,0.5396,6357,6.54,"Long",3
"Phantom in the Twilight","['Action', 'Supernatural', 'Vampire']","TV","Jul 2018","Sep 2018",27989,0.01493,10.2396025825095,2678,0.16611,7.89319886954461,6.49,0.54785,6133,6.41,"Short",3
"Phantom of the Kill: Zero kara no Hangyaku","['Action', 'Adventure', 'Fantasy']","Movie","Apr 2016","Apr 2016",8487,0.00451,9.04640868029382,4647,0.28828,8.44419229853175,6.27,0.51155,7208,6.19,"Short",3
"Phantom The Animation","['Action', 'Drama', 'Shounen']","OVA","Feb 2004","Nov 2004",11502,0.00612,9.35036314989601,4088,0.2536,8.31605572036464,6.58,0.56271,5682,6.54,"Short",3
"Phantom: Requiem for the Phantom","['Action', 'Drama', 'Seinen', 'Thriller']","TV","Apr 2009","Sep 2009",235408,0.12579,12.3690797058727,436,0.02699,6.07993319509559,8.06,0.80693,504,8,"Long",4
"Phantom: Requiem for the Phantom","['Action', 'Drama', 'Seinen', 'Thriller']","TV","Apr 2009","Sep 2009",235408,0.12579,12.3690797058727,436,0.02699,6.07993319509559,8.06,0.80693,504,8,"Long",4
"Phantom: Requiem for the Phantom Picture Drama","['Comedy']","Special","Jul 2009","Feb 2010",6052,0.0032,8.70830929589169,5335,0.33098,8.58223158759546,6.71,0.58416,5100,6.58,"Short",1
"Phi Brain: Kami no Puzzle","['Action', 'Game', 'Mystery', 'Shounen']","TV","Oct 2011","Apr 2012",86726,0.04632,11.370520532973,1246,0.07725,7.12849594568004,7.25,0.67327,2748,7.2,"Long",4
"Phi Brain: Kami no Puzzle - Orpheus Order-hen","['Action', 'Game', 'Mystery', 'Shounen']","TV","Apr 2012","Sep 2012",39335,0.02099,10.5798954090918,2215,0.13738,7.70345904786717,7.34,0.68812,2376,7.29,"Long",4
"Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen","['Action', 'Game', 'Mystery', 'Shounen']","TV","Oct 2013","Mar 2014",28443,0.01517,10.2556925210034,2651,0.16443,7.88306935130575,7.35,0.68977,2344,7.27,"Long",4
"Photokano","['Ecchi', 'Romance', 'School']","TV","Apr 2013","Jun 2013",80039,0.04275,11.2902817886977,1359,0.08426,7.2152399787301,6.3,0.5165,7062,6.21,"Medium",3
"Photon","['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Mecha', 'Romance', 'Sci-Fi']","OVA","Nov 1997","Feb 1999",10849,0.00577,9.29192035896861,4186,0.25968,8.33973976601914,7.13,0.65347,3273,7.06,"Short",8
"Pia Carrot e Youkoso!! 2 DX","['Comedy', 'Romance']","OVA","Dec 1999","Oct 2000",1857,0.00096,7.52725591937378,8119,0.50372,9.00208543315572,6.4,0.533,6568,6.28,"Short",2
"Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari","['Comedy', 'Romance']","Movie","Oct 2002","Oct 2002",2267,0.00118,7.72665366484764,7646,0.47437,8.94206869304423,5.97,0.46205,8451,5.92,"Short",2
"Piace: Watashi no Italian","['Slice of Life', 'Comedy']","TV","Jan 2017","Mar 2017",12730,0.00677,9.45179524306165,3918,0.24305,8.27359179819963,5.88,0.44719,8734,5.88,"Short",2
"Piano (TV)","['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']","TV","Nov 2002","Jan 2003",7150,0.00379,8.8750074860484,4969,0.30827,8.51117511909067,6.04,0.4736,8221,6.02,"Short",5
"Piano (TV) Specials","['Music', 'Slice of Life', 'Drama', 'Romance', 'Shoujo']","Special","Jan 2003","Apr 2003",451,0.00021,6.11368217983223,11225,0.69645,9.32598779550214,5.51,0.38614,9874,5.64,"Short",5
"Piano no Mori","['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']","Movie","Jul 2007","Jul 2007",47356,0.02528,10.7654699229569,1973,0.12236,7.58781721999343,7.74,0.75413,1049,7.67,"Short",6
"Piano no Mori","['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']","Movie","Jul 2007","Jul 2007",47356,0.02528,10.7654699229569,1973,0.12236,7.58781721999343,7.74,0.75413,1049,7.67,"Short",6
"Piano no Mori (TV)","['Adventure', 'Music', 'Comedy', 'Drama', 'School', 'Seinen']","TV","Apr 2018","Jul 2018",57314,0.0306,10.9563176485491,1730,0.10728,7.45645455517621,7.42,0.70132,2028,7.31,"Short",6
"Piano no Mori (TV) 2nd Season","['Comedy', 'Drama', 'Music', 'School', 'Seinen']","TV","Jan 2019","Apr 2019",21887,0.01167,9.99369382042228,3065,0.19012,8.02812905943176,7.44,0.70462,1950,7.39,"Short",5
"Piece","['Music']","Music","Feb 2009","Feb 2009",1811,0.00094,7.50218648660292,8177,0.50732,9.00920290092459,6.15,0.49175,7764,6.05,"Short",1
"Piece","['Music']","Music","Feb 2009","Feb 2009",1811,0.00094,7.50218648660292,8177,0.50732,9.00920290092459,6.15,0.49175,7764,6.05,"Short",1
"Pig: Oka no Ue no Dam Keeper","['Fantasy']","ONA","Aug 2017","Oct 2017",540,0.00026,6.29341927884648,10836,0.67231,9.290721483923,6.97,0.62706,3913,6.98,"Short",1
"Pikaia!","['Drama', 'Kids', 'Slice of Life']","TV","Apr 2015","Jul 2015",851,0.00042,6.74758652682932,9878,0.61287,9.19816657104447,6.1,0.4835,8003,6.02,"Medium",3
"Pikaia!","['Drama', 'Kids', 'Slice of Life']","TV","Apr 2015","Jul 2015",851,0.00042,6.74758652682932,9878,0.61287,9.19816657104447,6.1,0.4835,8003,6.02,"Medium",3
"Pikmin Short Movies","['Kids', 'Fantasy']","Movie","Oct 2014","Oct 2014",1012,0.00051,6.92067150424868,9498,0.58929,9.15894180889018,7.05,0.64026,3609,6.93,"Short",2
"Pikotarou no Lullaby Lullaby (TV)","['Comedy', 'Parody']","TV","Aug 2017","Sep 2017",3815,0.00201,8.24695803256818,6418,0.39818,8.76701762131178,5.56,0.39439,9729,5.55,"Short",2
"Ping Pong the Animation","['Drama', 'Psychological', 'Seinen', 'Sports']","TV","Apr 2014","Jun 2014",196091,0.10478,12.1863392158398,554,0.03431,6.31896811374643,8.62,0.89934,59,8.63,"Short",4
"Ping Pong the Animation","['Drama', 'Psychological', 'Seinen', 'Sports']","TV","Apr 2014","Jun 2014",196091,0.10478,12.1863392158398,554,0.03431,6.31896811374643,8.62,0.89934,59,8.63,"Short",4
"Pingu in the City","['Comedy', 'Kids', 'Slice of Life']","TV","Oct 2017","Mar 2018",33945,0.01811,10.4325263057215,2395,0.14855,7.78155595923534,8.44,0.86964,132,6.56,"Long",3
"Pingu in the City","['Comedy', 'Kids', 'Slice of Life']","TV","Oct 2017","Mar 2018",33945,0.01811,10.4325263057215,2395,0.14855,7.78155595923534,8.44,0.86964,132,6.56,"Long",3
"Pingu in the City (2018)","['Slice of Life', 'Comedy', 'Kids']","TV","Oct 2018","Mar 2019",7507,0.00398,8.9237243977064,4883,0.30293,8.49371983523059,7.82,0.76733,882,6.47,"Long",3
"Pingu in the City (2018)","['Slice of Life', 'Comedy', 'Kids']","TV","Oct 2018","Mar 2019",7507,0.00398,8.9237243977064,4883,0.30293,8.49371983523059,7.82,0.76733,882,6.47,"Long",3
"Pink Mizu Dorobou Ame Dorobou","['Action', 'Comedy', 'Fantasy', 'Shounen']","Movie","Jul 1990","Jul 1990",947,0.00048,6.85435450225502,9643,0.59829,9.17409123930106,5.57,0.39604,9693,5.56,"Short",4
"Pinocchio yori Piccolino no Bouken","['Adventure', 'Kids']","TV","Apr 1976","May 1977",1301,0.00066,7.17165682276851,8956,0.55566,9.10019062847519,6.29,0.51485,7111,6.24,"Long",2
"Pita Ten","['Comedy', 'Fantasy', 'Kids', 'Romance', 'School', 'Shounen']","TV","Apr 2002","Sep 2002",19063,0.01016,9.85555701877858,3261,0.20228,8.09009578318096,7.01,0.63366,3774,6.94,"Long",6
"Piyoko ni Omakase pyo!","['Comedy', 'Sci-Fi', 'Shounen']","OVA","Mar 2003","May 2003",1947,0.00101,7.57455848420248,8021,0.49764,8.98994304633,6.73,0.58746,4965,6.58,"Short",3
"Planet With","['Action', 'Mecha', 'Sci-Fi']","TV","Jul 2018","Sep 2018",41814,0.02232,10.6410104058156,2128,0.13198,7.66340766489348,7.34,0.68812,2377,7.22,"Short",3
"Planet:Valkyrie","['Action', 'Music']","ONA","Dec 2013","Dec 2013",1317,0.00067,7.18387071506245,8926,0.5538,9.09683567117936,5.75,0.42574,9155,5.68,"Short",2
"Planetarian: Chiisana Hoshi no Yume","['Sci-Fi', 'Drama']","ONA","Jul 2016","Aug 2016",67991,0.03631,11.1271453301785,1540,0.0955,7.34018683532012,7.59,0.72937,1454,7.56,"Short",2
"Planetarian: Hoshi no Hito","['Sci-Fi', 'Drama']","Movie","Sep 2016","Sep 2016",28769,0.01535,10.2670884565456,2636,0.1635,7.87739718635329,7.93,0.78548,671,7.86,"Short",2
"Planetarian: Hoshi no Hito","['Sci-Fi', 'Drama']","Movie","Sep 2016","Sep 2016",28769,0.01535,10.2670884565456,2636,0.1635,7.87739718635329,7.93,0.78548,671,7.86,"Short",2
"Planetes","['Drama', 'Romance', 'Sci-Fi', 'Seinen', 'Space']","TV","Oct 2003","Apr 2004",167683,0.08959,12.0298365347921,656,0.04064,6.48768401848461,8.33,0.85149,210,8.3,"Long",5
"Planetes","['Drama', 'Romance', 'Sci-Fi', 'Seinen', 'Space']","TV","Oct 2003","Apr 2004",167683,0.08959,12.0298365347921,656,0.04064,6.48768401848461,8.33,0.85149,210,8.3,"Long",5
"Planetes Picture Drama","['Comedy', 'Sci-Fi', 'Space']","Special","Sep 2009","Sep 2009",1723,0.00089,7.45240245122364,8282,0.51384,9.02196050059826,5.65,0.40924,9456,5.67,"Short",3
"Planzet","['Action', 'Mecha', 'Sci-Fi']","Movie","May 2010","May 2010",3447,0.00181,8.14554963178358,6664,0.41344,8.80462523261281,5.63,0.40594,9528,5.59,"Short",3
"Plastic Little","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Mecha', 'Military', 'Romance', 'Sci-Fi']","OVA","Mar 1994","Mar 1994",10710,0.00569,9.27902652976463,4210,0.26117,8.34545542816193,6.2,0.5,7540,6.13,"Short",8
"Plastic Memories","['Sci-Fi', 'Drama', 'Romance']","TV","Apr 2015","Jun 2015",465541,0.24879,13.0509575971931,156,0.00962,5.05624580534831,8,0.79703,587,7.93,"Medium",3
